00AZGP,Ward,Greenwich & Lewisham,Lewisham,Lee Green,3734,9065,41.2%,Ken Livingstone - The Labour Party Candidate,217,35,1285,275,1669,168,43,3692,0,0,17,2,23,42,413,92,317,908,559,694,199,3182,503,5,2,510,Labour Party,64,39,830,34,513,1672,313,5,16,57,122,10,4,3679,0,0,37,4,14,55,Labour,1688,801,378,416,93,58,,207,,29,,,,,,3670,0,0,44,3,16,63,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGQ,Ward,Greenwich & Lewisham,Lewisham,Lewisham Central,3137,10333,30.4%,Ken Livingstone - The Labour Party Candidate,179,26,763,199,1727,138,51,3083,0,0,30,4,20,54,323,50,295,672,565,487,153,2545,526,6,6,538,Labour Party,34,55,439,21,419,1681,220,11,17,44,110,11,11,3073,0,0,42,4,16,62,Labour,1706,419,262,332,81,37,,206,,23,,,,,,3066,0,0,54,6,9,69,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGR,Ward,Greenwich & Lewisham,Lewisham,New Cross,2881,9408,30.6%,Ken Livingstone - The Labour Party Candidate,108,27,453,186,1922,93,27,2816,0,0,28,1,36,65,209,48,264,593,626,377,118,2235,561,13,7,581,Labour Party,31,56,248,12,387,1811,104,3,18,56,75,6,6,2813,0,0,51,2,15,68,Labour,1689,219,112,299,65,28,,382,,18,,,,,,2812,0,0,56,0,13,69,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGS,Ward,Greenwich & Lewisham,Lewisham,Perry Vale,3595,9607,37.4%,Ken Livingstone - The Labour Party Candidate,198,27,1033,257,1803,175,54,3547,0,0,14,5,29,48,406,95,334,836,557,563,205,2996,549,1,1,551,Labour Party,60,100,600,26,531,1744,250,8,14,63,146,5,9,3556,0,0,27,1,11,39,Labour,1788,605,307,465,113,57,,175,,30,,,,,,3540,0,0,44,4,7,55,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGT,Ward,Greenwich & Lewisham,Lewisham,Rushey Green,2551,8532,29.9%,Ken Livingstone - The Labour Party Candidate,107,26,538,138,1561,103,33,2506,0,0,19,1,25,45,216,61,241,529,506,340,108,2001,496,1,8,505,Labour Party,39,81,300,11,269,1512,127,4,15,37,85,13,6,2499,0,0,35,1,14,50,Labour,1485,306,156,220,70,37,,197,,22,,,,,,2493,0,0,44,1,13,58,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGU,Ward,Greenwich & Lewisham,Lewisham,Sydenham,3457,9719,35.6%,Ken Livingstone - The Labour Party Candidate,145,44,1100,182,1756,139,47,3413,0,0,12,4,28,44,346,89,317,740,491,576,236,2795,612,4,2,618,Labour Party,61,64,686,35,408,1731,200,14,16,57,129,1,4,3406,0,0,36,3,12,51,Labour,1767,694,210,330,118,62,,159,,51,,,,,,3391,0,0,52,5,9,66,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGW,Ward,Greenwich & Lewisham,Lewisham,Telegraph Hill,3565,9863,36.1%,Ken Livingstone - The Labour Party Candidate,165,21,569,343,2246,129,34,3507,0,0,27,6,25,58,310,40,232,1029,701,451,112,2875,608,22,2,632,Labour Party,28,52,284,12,663,2024,173,9,22,163,70,2,10,3512,0,0,39,4,10,53,Labour,1991,269,172,554,57,24,,411,,22,,,,,,3500,0,0,55,4,6,65,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AZGX,Ward,Greenwich & Lewisham,Lewisham,Whitefoot,2314,8363,27.7%,Ken Livingstone - The Labour Party Candidate,44,59,714,53,1220,125,47,2262,0,0,28,1,23,52,176,123,231,291,396,373,194,1784,457,12,9,478,Labour Party,85,59,419,18,94,1222,182,18,9,10,128,18,2,2264,0,0,40,3,7,50,Labour,1219,398,230,86,94,86,,99,,47,,,,,,2259,0,0,50,1,4,55,Len Duvall*,Alex Wilson,John Russell,Roger Sedgley,Paul Oakley,Roberta Woods,,Barbara Raymond,,Tess Culnane,,,,,
00AR (Postal),Postal,Havering & Redbridge,Havering,Postal votes - Havering,18152,28248,64.3%,Boris Johnson - The Conservative Party Candidate,373,670,11358,355,3810,570,893,18029,0,9,39,6,69,123,1062,1442,2686,2532,1855,3098,3172,15847,2165,3,14,2182,Conservative Party,1014,397,8534,661,633,4049,517,173,55,76,1840,7,30,17986,0,4,46,7,21,78,Conservative,3961,8242,312,386,1634,966,1631,,,288,,,551,,,17971,0,6,44,3,20,73,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGC,Ward,Havering & Redbridge,Havering,Brooklands,2647,9583,27.6%,Boris Johnson - The Conservative Party Candidate,75,85,1380,63,805,74,107,2589,0,0,14,4,39,57,210,228,335,344,341,363,328,2149,433,4,3,440,Conservative Party,171,44,978,47,126,846,85,19,3,12,253,4,8,2596,0,0,32,5,14,51,Conservative,840,1028,64,96,220,161,66,,,52,,,56,,,2583,0,0,48,5,11,64,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGD,Ward,Havering & Redbridge,Havering,Cranham,3580,8464,42.3%,Boris Johnson - The Conservative Party Candidate,121,91,2392,96,622,60,129,3511,0,0,18,2,49,69,315,244,377,550,254,518,531,2789,720,0,2,722,Conservative Party,142,96,1762,67,211,653,109,24,9,20,423,0,2,3518,0,0,48,1,10,59,Conservative,512,1289,48,98,211,123,1122,,,61,,,51,,,3515,0,0,49,1,10,60,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGE,Ward,Havering & Redbridge,Havering,Elm Park,2800,8524,32.8%,Boris Johnson - The Conservative Party Candidate,61,115,1455,64,805,63,177,2740,0,0,13,0,47,60,185,302,325,371,305,372,416,2276,461,0,3,464,Conservative Party,205,32,961,71,114,871,62,25,5,19,369,2,2,2738,0,0,51,2,9,62,Conservative,840,953,45,77,334,213,126,,,72,,,72,,,2732,0,0,59,2,7,68,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGF,Ward,Havering & Redbridge,Havering,Emerson Park,2852,7980,35.7%,Boris Johnson - The Conservative Party Candidate,89,42,1974,56,456,62,112,2791,0,0,15,0,46,61,246,226,346,367,244,377,411,2217,572,2,0,574,Conservative Party,104,42,1560,40,130,518,73,11,6,13,315,2,1,2815,0,0,25,0,9,34,Conservative,518,1524,57,78,259,83,198,,,35,,,59,,,2811,0,0,32,0,9,41,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGG,Ward,Havering & Redbridge,Havering,Gooshays,1991,9021,22.1%,Boris Johnson - The Conservative Party Candidate,48,142,906,43,664,42,108,1953,0,0,12,1,25,38,147,238,211,232,220,208,279,1535,417,0,1,418,Labour Party,251,48,533,54,61,690,46,36,7,11,224,0,1,1962,0,0,23,1,4,28,Labour,718,528,32,50,186,237,68,,,78,,,62,,,1959,0,0,24,1,6,31,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGH,Ward,Havering & Redbridge,Havering,Hacton,3158,8534,37.0%,Boris Johnson - The Conservative Party Candidate,92,102,1909,63,680,76,175,3097,0,0,13,2,46,61,269,337,371,420,262,453,519,2631,464,0,2,466,Conservative Party,208,51,1281,76,121,724,104,32,11,26,491,2,2,3129,0,0,16,2,10,28,Conservative,627,1137,49,75,340,173,580,,,65,,,74,,,3120,0,0,25,2,10,37,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGJ,Ward,Havering & Redbridge,Havering,Harold Wood,2759,8696,31.7%,Boris Johnson - The Conservative Party Candidate,81,97,1546,75,653,100,158,2710,0,0,18,1,30,49,226,234,339,419,236,431,410,2295,411,1,3,415,Conservative Party,159,115,1053,62,130,698,128,21,9,8,346,1,1,2731,0,0,22,0,6,28,Conservative,632,982,81,77,244,135,448,,,50,,,64,,,2713,0,0,31,4,11,46,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGK,Ward,Havering & Redbridge,Havering,Havering Park,2258,8160,27.7%,Boris Johnson - The Conservative Party Candidate,52,93,1375,39,489,55,111,2214,0,0,15,2,27,44,170,246,265,272,204,297,347,1801,413,0,0,413,Conservative Party,156,48,1002,62,74,480,58,18,12,12,295,0,1,2218,0,0,34,1,5,40,Conservative,480,1021,43,53,260,161,83,,,53,,,58,,,2212,0,0,42,0,4,46,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGL,Ward,Havering & Redbridge,Havering,Heaton,1891,7993,23.7%,Boris Johnson - The Conservative Party Candidate,43,94,877,42,638,46,100,1840,0,0,15,1,35,51,132,191,240,232,223,218,260,1496,342,0,2,344,Labour Party,173,26,548,50,74,693,44,21,10,4,213,0,1,1857,0,0,21,0,13,34,Labour,695,550,33,59,183,166,52,,,55,,,54,,,1847,0,0,33,0,11,44,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGM,Ward,Havering & Redbridge,Havering,Hylands,3043,8826,34.5%,Boris Johnson - The Conservative Party Candidate,88,90,1850,76,665,59,175,3003,0,0,11,0,29,40,218,281,338,396,248,362,430,2273,728,0,2,730,Conservative Party,172,52,1307,77,158,679,78,21,8,23,430,2,3,3010,0,0,19,0,14,33,Conservative,666,1289,42,98,328,168,286,,,51,,,75,,,3003,0,1,28,0,11,40,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGN,Ward,Havering & Redbridge,Havering,Mawneys,2527,8179,30.9%,Boris Johnson - The Conservative Party Candidate,59,90,1592,46,504,70,115,2476,0,0,23,0,28,51,185,210,318,291,186,338,371,1899,577,0,0,577,Conservative Party,154,69,1193,56,84,519,69,19,7,20,296,4,3,2493,0,0,23,3,8,34,Conservative,516,1260,48,59,250,147,91,,,39,,,74,,,2484,0,0,34,3,6,43,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGP,Ward,Havering & Redbridge,Havering,Pettits,3186,8592,37.1%,Boris Johnson - The Conservative Party Candidate,74,58,2239,57,514,69,123,3134,0,0,10,2,40,52,262,291,333,394,232,474,435,2421,711,0,2,713,Conservative Party,134,86,1729,51,115,546,104,30,10,16,314,0,4,3139,0,0,28,3,16,47,Conservative,523,1683,60,62,237,121,337,,,54,,,57,,,3134,0,0,44,2,6,52,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGQ,Ward,Havering & Redbridge,Havering,Rainham and Wennington,2219,8355,26.6%,Boris Johnson - The Conservative Party Candidate,60,147,1151,41,600,49,122,2170,0,0,13,0,35,48,156,246,278,252,233,288,330,1783,387,0,0,387,Conservative Party,204,50,746,42,95,632,44,40,1,15,307,1,3,2180,0,0,25,0,14,39,Conservative,627,686,30,57,243,222,167,,,85,,,65,,,2182,0,0,29,0,7,36,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGR,Ward,Havering & Redbridge,Havering,Romford Town,2867,9923,28.9%,Boris Johnson - The Conservative Party Candidate,88,78,1691,87,679,90,102,2815,0,0,21,2,29,52,239,209,313,441,287,386,319,2194,621,0,0,621,Conservative Party,136,62,1231,57,165,745,107,17,11,16,275,3,3,2828,0,0,28,1,10,39,Conservative,753,1257,82,121,211,127,177,,,40,,,53,,,2821,0,0,40,1,5,46,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGS,Ward,Havering & Redbridge,Havering,St Andrew's,3214,9236,34.8%,Boris Johnson - The Conservative Party Candidate,97,112,1931,72,688,89,174,3163,0,0,18,0,33,51,308,331,378,515,226,398,494,2650,513,0,0,513,Conservative Party,220,59,1331,75,162,731,85,34,7,21,435,2,6,3168,0,0,41,1,3,45,Conservative,677,1239,43,104,336,212,409,,,67,,,71,,,3158,0,0,51,0,5,56,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGT,Ward,Havering & Redbridge,Havering,South Hornchurch,2430,8962,27.1%,Boris Johnson - The Conservative Party Candidate,52,125,1255,45,728,61,123,2389,0,0,9,0,32,41,201,271,280,323,265,282,320,1942,446,0,1,447,Labour Party,226,49,736,67,83,791,49,34,5,12,324,1,5,2382,0,0,40,0,8,48,Labour,783,689,30,47,264,210,187,,,84,,,78,,,2372,0,0,49,0,9,58,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGU,Ward,Havering & Redbridge,Havering,Squirrel's Heath,2805,8369,33.5%,Boris Johnson - The Conservative Party Candidate,83,65,1913,54,464,75,125,2779,0,0,5,0,21,26,239,253,321,378,226,410,393,2220,556,0,3,559,Conservative Party,117,42,1502,67,108,516,76,19,6,9,310,1,5,2778,0,0,16,4,7,27,Conservative,531,1543,48,75,240,114,105,,,31,,,78,,,2765,0,0,30,3,7,40,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00ARGW,Ward,Havering & Redbridge,Havering,Upminster,3665,8632,42.5%,Boris Johnson - The Conservative Party Candidate,124,75,2522,114,549,89,146,3619,0,0,11,3,31,45,337,256,370,625,260,542,560,2950,666,2,1,669,Conservative Party,127,84,1874,66,255,573,126,21,8,13,479,2,5,3633,0,0,23,0,9,32,Conservative,425,1434,53,123,243,95,1158,,,52,,,48,,,3631,0,0,24,0,7,31,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BC (Postal),Postal,Havering & Redbridge,Redbridge,Postal votes - Redbridge,18359,31288,58.7%,Boris Johnson - The Conservative Party Candidate,478,260,8582,495,7341,642,424,18222,0,3,56,5,73,137,1557,564,2994,2618,3310,3313,1847,16203,2000,1,18,2019,Labour Party,373,297,6549,269,829,7655,787,84,54,103,788,193,190,18171,0,2,51,6,15,74,Labour,7552,6758,1181,763,886,380,183,,,139,,,285,,,18127,0,2,57,5,21,85,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCFY,Ward,Havering & Redbridge,Redbridge,ALDBOROUGH,3049,8752,34.8%,Ken Livingstone - The Labour Party Candidate,80,33,1219,74,1460,60,49,2975,0,0,29,0,45,74,236,100,473,369,521,396,206,2301,664,1,9,674,Labour Party,53,52,907,19,110,1553,83,10,7,8,138,48,12,3000,0,0,34,1,12,47,Labour,1505,954,126,121,111,51,48,,,23,,,34,,,2973,0,0,70,0,6,76,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCFZ,Ward,Havering & Redbridge,Redbridge,BARKINGSIDE,2907,9345,31.1%,Boris Johnson - The Conservative Party Candidate,81,14,1459,56,1153,64,35,2862,0,0,19,0,26,45,286,59,418,378,472,391,203,2207,649,0,6,655,Labour Party,31,35,1146,5,110,1290,70,2,4,12,109,32,21,2867,0,0,30,0,9,39,Labour,1231,1197,159,100,93,32,34,,,12,,,8,,,2866,0,1,31,0,8,40,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGA,Ward,Havering & Redbridge,Redbridge,BRIDGE,2417,7462,32.4%,Boris Johnson - The Conservative Party Candidate,84,47,1309,90,695,62,87,2374,0,0,15,1,27,43,241,134,303,380,284,372,275,1989,383,0,2,385,Conservative Party,97,54,975,31,161,722,100,10,3,22,190,5,10,2380,0,0,24,0,13,37,Conservative,743,1020,114,130,159,96,39,,,31,,,43,,,2375,0,0,29,1,11,41,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGB,Ward,Havering & Redbridge,Redbridge,CHADWELL,2498,8555,29.2%,Ken Livingstone - The Labour Party Candidate,73,35,969,55,1198,54,67,2451,0,0,21,0,26,47,215,116,304,343,441,366,241,2026,418,3,4,425,Labour Party,97,62,642,33,110,1227,79,10,2,8,153,12,15,2450,0,0,32,0,16,48,Labour,1196,654,156,94,164,81,32,,,28,,,42,,,2447,0,0,45,0,6,51,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGC,Ward,Havering & Redbridge,Redbridge,CHURCH END,2816,7500,37.5%,Boris Johnson - The Conservative Party Candidate,126,26,1550,126,750,143,65,2786,0,0,7,2,21,30,324,125,301,563,315,508,250,2386,396,3,1,400,Conservative Party,54,76,1065,28,267,764,296,13,8,28,168,1,7,2775,0,0,22,0,17,39,Conservative,820,1138,262,221,159,63,41,,,34,,,37,,,2775,0,0,30,0,9,39,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGD,Ward,Havering & Redbridge,Redbridge,CLAYHALL,3171,7673,41.3%,Ken Livingstone - The Labour Party Candidate,70,16,1425,46,1430,78,41,3106,0,0,26,3,36,65,270,49,521,426,550,468,182,2466,635,0,5,640,Labour Party,28,41,1137,16,114,1492,75,5,5,14,101,61,31,3120,0,1,29,2,17,49,Labour,1408,1203,203,112,102,26,48,,,13,,,20,,,3135,0,0,27,1,6,34,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGE,Ward,Havering & Redbridge,Redbridge,CLEMENTSWOOD,2430,8811,27.6%,Ken Livingstone - The Labour Party Candidate,39,13,427,58,1725,45,30,2337,0,1,46,1,45,93,169,45,333,284,639,245,91,1806,527,2,2,531,Labour Party,25,25,283,4,92,1817,53,8,7,5,43,9,20,2391,0,1,21,1,16,39,Labour,1703,282,194,84,47,13,29,,,18,,,13,,,2383,0,1,27,2,15,45,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGF,Ward,Havering & Redbridge,Redbridge,CRANBROOK,2658,8357,31.8%,Ken Livingstone - The Labour Party Candidate,79,18,1033,49,1318,66,37,2600,0,0,29,1,28,58,244,36,425,379,527,331,127,2069,527,1,3,531,Labour Party,25,34,796,14,111,1394,72,1,1,18,83,7,37,2593,0,0,42,1,21,64,Labour,1277,824,222,111,72,24,34,,,12,,,17,,,2593,0,0,43,1,20,64,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGG,Ward,Havering & Redbridge,Redbridge,FAIRLOP,2738,7865,34.8%,Boris Johnson - The Conservative Party Candidate,63,56,1437,67,871,96,92,2682,0,0,20,2,34,56,236,136,379,390,344,405,285,2175,503,0,4,507,Conservative Party,111,44,1094,41,107,958,94,12,4,9,199,16,10,2699,0,0,24,1,12,37,Conservative,953,1138,99,90,166,102,44,,,45,,,46,,,2683,0,0,39,1,11,51,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGH,Ward,Havering & Redbridge,Redbridge,FULLWELL,2656,7951,33.4%,Boris Johnson - The Conservative Party Candidate,52,32,1425,65,881,72,70,2597,0,0,26,1,32,59,203,112,382,349,375,386,261,2068,524,0,5,529,Conservative Party,45,33,1108,33,105,994,72,8,2,7,172,15,8,2602,0,0,33,2,17,52,Conservative,957,1138,111,95,144,55,29,,,26,,,38,,,2593,0,0,47,1,11,59,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGJ,Ward,Havering & Redbridge,Redbridge,GOODMAYES,2421,8326,29.1%,Ken Livingstone - The Labour Party Candidate,76,22,668,46,1465,43,35,2355,0,0,36,1,28,65,176,60,349,299,507,302,124,1817,528,2,8,538,Labour Party,33,65,412,26,103,1570,54,6,5,9,85,2,15,2385,0,0,22,0,14,36,Labour,1460,446,187,107,76,29,30,,,19,,,28,,,2382,0,0,25,2,12,39,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGK,Ward,Havering & Redbridge,Redbridge,HAINAULT,1815,7732,23.5%,Boris Johnson - The Conservative Party Candidate,42,64,901,45,629,33,68,1782,0,1,8,1,22,32,143,129,213,217,180,232,212,1326,451,0,5,456,Labour Party,119,32,617,32,77,685,41,9,9,12,154,4,4,1795,0,0,11,0,9,20,Labour,684,655,52,53,148,113,19,,,36,,,31,,,1791,0,0,19,0,5,24,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGL,Ward,Havering & Redbridge,Redbridge,LOXFORD,2770,9359,29.6%,Ken Livingstone - The Labour Party Candidate,40,17,381,29,2171,46,12,2696,0,0,39,2,33,74,162,46,395,272,636,296,74,1881,807,0,8,815,Labour Party,28,39,238,10,77,2191,40,5,9,9,32,26,27,2731,0,0,26,0,10,36,Labour,2079,242,221,83,31,16,23,,,19,,,14,,,2728,0,0,28,1,10,39,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGM,Ward,Havering & Redbridge,Redbridge,MAYFIELD,2727,8529,32.0%,Ken Livingstone - The Labour Party Candidate,76,18,844,55,1568,50,44,2655,0,0,37,3,32,72,210,84,438,366,570,327,168,2163,488,1,3,492,Labour Party,45,54,609,25,109,1644,40,5,3,7,106,5,29,2681,0,0,28,0,17,45,Labour,1542,661,170,104,81,43,41,,,18,,,19,,,2679,0,0,33,1,14,48,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGN,Ward,Havering & Redbridge,Redbridge,MONKHAMS,2831,6905,41.0%,Boris Johnson - The Conservative Party Candidate,101,25,1993,97,443,84,47,2790,0,0,10,1,30,41,314,99,274,379,196,499,243,2004,785,0,1,786,Conservative Party,46,79,1630,31,155,499,160,8,3,9,162,4,8,2794,0,0,25,0,7,32,Conservative,505,1725,147,124,139,47,43,,,16,,,39,,,2785,0,0,38,1,4,43,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGP,Ward,Havering & Redbridge,Redbridge,NEWBURY,3423,10231,33.5%,Ken Livingstone - The Labour Party Candidate,86,26,957,61,2078,76,44,3328,0,0,49,2,44,95,306,66,485,433,692,448,163,2593,728,2,5,735,Labour Party,33,72,666,16,132,2159,84,3,4,15,104,46,26,3360,0,0,38,3,18,59,Labour,2048,673,266,123,104,30,59,,,27,,,21,,,3351,0,0,47,3,18,68,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGQ,Ward,Havering & Redbridge,Redbridge,RODING,2586,7599,34.0%,Boris Johnson - The Conservative Party Candidate,116,31,1267,97,842,118,67,2538,0,0,19,1,28,48,265,99,287,419,327,480,224,2101,434,0,3,437,Labour Party,62,86,875,39,193,884,198,16,7,19,156,3,15,2553,0,0,24,1,7,32,Labour,900,897,282,141,149,61,36,,,29,,,46,,,2541,0,0,34,0,9,43,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGR,Ward,Havering & Redbridge,Redbridge,SEVEN KINGS,2803,9245,30.3%,Ken Livingstone - The Labour Party Candidate,64,13,767,68,1750,38,36,2736,0,0,20,4,43,67,190,46,417,351,632,313,134,2083,639,1,13,653,Labour Party,30,48,520,17,102,1843,55,8,7,16,90,7,19,2762,0,0,14,1,25,40,Labour,1771,529,174,90,90,36,27,,,24,,,20,,,2761,0,0,19,2,18,39,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
00BCGS,Ward,Havering & Redbridge,Redbridge,SNARESBROOK,3104,7696,40.3%,Boris Johnson - The Conservative Party Candidate,135,25,1580,152,980,125,60,3057,0,0,16,5,26,47,378,72,317,616,359,547,258,2547,507,1,2,510,Conservative Party,33,57,1199,20,314,1032,184,9,9,27,148,3,20,3055,0,0,36,0,11,47,Conservative,1089,1264,168,251,134,35,43,,,18,,,28,,,3030,0,0,59,2,11,72,Mandy Richards,Roger Evans*,Farrukh Islam,Haroon Saad,Lawrence Webb,Robert Taylor,Malvin Brown,,,Richard Edmonds,,,Mark Twiddy,,
